claim_id,section,statement,claim_type,tier,evidence,status,priority,last_checked,note,source_ref,stale_after
4.1.3-hypoxia-10-30x,4.1.3,缺氧誘導 heparanase 10-30 倍。,mechanism,,~DOI:10.1186/s13062-024-00487-w,unsupported,high,2026-08-07,§6.4 表第 4 列誘導倍數欄。回填 2026-08-07：缺氧誘導 heparanase 的方向性有直接證據（DOI:10.1186/s13062-024-00487-w，膠質瘤微膠細胞）。但**無倍數**，三次不同措辭均無果。`~` 的不對位維度為**族群**：該研究的細胞是腦腫瘤微膠細胞，statement 未限定細胞型別而本專案的脈絡是血管內皮。〔注意〕該文獻同時指出缺氧經 **HIF-1α → IL-1β → NF-κB** 誘導 heparanase，與同表 4.1.3-hif1a-binds-hpa-prometer 所稱「HIF-1α 直接結合 HPA 啟動子」不同；該列不在本批範圍，證據已留在 inbox，見報告 §4,glycocalyx/heparanase#6.4,
4.1.3-tnfa-il1b-10-50x,4.1.3,TNF-α 與 IL-1β 誘導 heparanase 10-50 倍。,mechanism,,!DOI:10.1021/bi0356552,unsupported,high,2026-08-09,§6.4 表第 3 列誘導倍數欄。倍數與 5.6.1-dkd-heparanase-10-50x（DKD 腎組織 heparanase 升高 10-50 倍）相同，但一為刺激因子的誘導倍數、一為疾病組織的實測倍數，量綱不同，兩列須併看。回填 2026-08-07：三次不同措辭均無果。〔注意〕檢索「heparanase 10-50 fold」確實命中一筆字面相符的結果（PLOS One 2016，hepcidin 研究），但那是**轉染質體造成的 heparanase 過度表現幅度**，不是 TNF-α 或 IL-1β 的誘導倍數——量測對象與介入兩個維度都不對位，屬 queries.md §1.2 所述的數字接近但情境不同之陷阱，不得採計，故連 `~` 都不填。發炎細胞激素誘導 heparanase 的方向性在 PMID:16901744 有敘述性支持，但該綜述亦未給倍數。〔2026-08-09 附帶修訂，非本批處理範圍內的新判定〕本批在查證同表訊號途徑欄時取得**這一格第一個實測值**：DOI:10.1021/bi0356552（Biochemistry 2004）在培養內皮細胞測得 TNF-α 或 IL-1β 使培養液中 heparanase 蛋白上升 **2-10 倍**。statement 的 10-50 倍**下界即為實測上界，上界高出五倍**。status 維持 unsupported（仍無支持文獻），新增 `!` token 承載這項反駁。此值與 queries.md §4.1 記錄的 heparanase 誘導幅度分布（1.49-8.9 倍）一致。,glycocalyx/heparanase#6.4,
4.1.3-tnfa-il1b-mapk,4.1.3,TNF-α 與 IL-1β 經 MAPK 途徑誘導 heparanase。,mechanism,,!DOI:10.1021/bi0356552;~PMID:16452201,unsupported,med,2026-08-09,split_from: 4.1.3-tnfa-il1b-nfkb-mapk。§6.4 表第 3 列訊號途徑欄之 MAPK 部分。回填 2026-08-09：**無任何支持文獻，且有一篇直接反駁**，三次不同措辭均無果（依 SCHEMA §6，拆出的子列不繼承原列的檢索紀錄，本列的三式為獨立執行）。DOI:10.1021/bi0356552 在培養內皮細胞測試 MAP kinase 與 JNK 抑制劑，**皆不影響 TNF-α 誘導的 heparanase 分泌**。無支持文獻故不判 contested，依 SCHEMA §5 判 unsupported，`!` token 不計入 tier，tier 留空。〔注意〕MAPK 在 heparanase 文獻中出現頻繁，但幾乎都在**另外兩個位置**：(1) 作為 heparanase 的**下游**（`~PMID:16452201`：heparanase 過度表現伴隨 p38 磷酸化上升，不對位維度為**量測對象**，量的是 heparanase 的下游而非其上游誘導途徑）；(2) 作為 Egr1 的上游（ERK1/2 → Egr1 → HPSE），但該路徑的刺激是 PMA／ionomycin，不是 TNF-α 或 IL-1β。〔推論〕這是 queries.md §1.13「方向反寫」在**途徑欄**的版本：同一節點的 4.1.3-vegf-5-10x 是倍數被反寫，本列是途徑被反寫。兩者的成因相同——A 與 B 之間確有關係，轉述時把有實證的那一向掛到沒有實證的那一向上。見 queries.md §1.14,glycocalyx/heparanase#6.4,
4.1.3-tnfa-il1b-nfkb,4.1.3,TNF-α 與 IL-1β 經 NF-κB 途徑誘導 heparanase。,mechanism,in_vitro,DOI:10.1186/s13062-024-00487-w;!DOI:10.1021/bi0356552;~PMID:29097791,contested,med,2026-08-09,split_from: 4.1.3-tnfa-il1b-nfkb-mapk。§6.4 表第 3 列訊號途徑欄之 NF-κB 部分。回填 2026-08-09：**支持與反駁同時存在，且分野在細胞型別**。支持：DOI:10.1186/s13062-024-00487-w 在 U251／U87 膠質瘤細胞證實 IL-1β 經活化 NF-κB 上調 HPSE，並以裸鼠異種移植佐證。反駁：DOI:10.1021/bi0356552（Biochemistry 2004）在培養**內皮細胞**明確測試過這條途徑——**NF-κB、PI3-kinase、MAP kinase、JNK 四種抑制劑都不影響 TNF-α 誘導的 heparanase 分泌**。依 SCHEMA §5，反駁文獻等級 in_vitro，反駁內容為**結論相反**（該途徑經藥理阻斷後誘導依然發生，即途徑不成立），而非數值或條件差異。不對位文獻：PMID:29097791（Sci Rep 2017）在 U937 巨噬細胞證實 TNF-α 與 IL-1β 誘導 HPSE 表達與分泌，但**未測任何途徑**，`~` 的不對位維度為**量測對象**（量的是表達量，statement 要的是途徑歸屬）。〔推論〕內皮細胞中 heparanase 的誘導**不經 NF-κB**，這在本節點已是第二個獨立實例——4.1.3-hyperglycemia-ages-rage-nfkb 的 AGEs 一例也是同樣結論（該文判定的轉錄因子為 FOXO4）。兩例的刺激因子不同、實驗室不同、年份差七年，結論一致。見 STATUS §3.24,glycocalyx/heparanase#6.4,
4.1.3-tnfa-il1b-nfkb-mapk,4.1.3,TNF-α 與 IL-1β 經 NF-κB 與 MAPK 途徑誘導 heparanase。,mechanism,,,superseded,med,,§6.4 表第 3 列訊號途徑欄。split_into: 4.1.3-tnfa-il1b-nfkb;4.1.3-tnfa-il1b-mapk（2026-08-09 依 SCHEMA §6 拆列：「NF-κB」與「MAPK」是兩條可各自證偽的途徑，且檢索結果對兩者的判定不同，先拆再判。原列 statement、evidence、tier、last_checked 依規定不動）,glycocalyx/heparanase#6.4,
4.1.3-vegf-5-10x,4.1.3,VEGF 誘導 heparanase 5-10 倍。,mechanism,,!PMID:16452201;!PMID:18798279;!DOI:10.1021/bi0356552,unsupported,high,2026-08-09,§6.4 表第 5 列誘導倍數欄。回填 2026-08-07：三次不同措辭均無 VEGF 誘導 heparanase 的倍數。〔注意〕文獻密集記載的是**相反方向**：heparanase 過度表現使 VEGF 上升 3-6 倍（PMID:16452201）、使 VEGF-C 上升 3-5 倍（PMID:18798279）。〔推論〕statement 的「5-10 倍」與這兩個實測範圍相鄰，而方向相反——很可能是把 heparanase→VEGF 的倍數反寫成 VEGF→heparanase。兩個 token 加 `!` 是因為它們反駁的是**因果方向**而非數值本身；依 SCHEMA §5，反駁 token 不提升 tier，故 tier 留空。同表的「正回饋迴圈」（4.1.3-vegf-positive-feedback）在此獲得部分支持——迴圈的一半確有實證，另一半沒有。〔2026-08-09 附帶修訂〕新增第三篇反駁文獻 DOI:10.1021/bi0356552：該文在培養內皮細胞測得 **VEGF 使 heparanase 分泌減少**，與同批 TNF-α／IL-1β 使其增加成對照。原本的反駁理由是「方向反寫」（實測的是 heparanase→VEGF），本次補上的是更強的一種：**在內皮細胞裡，VEGF→heparanase 這一向本身就是負向的**。相關列 4.1.3-vegf-positive-feedback 已因此改判 contested。,glycocalyx/heparanase#6.4,
4.1.3-vegf-positive-feedback,4.1.3,VEGF 與 heparanase 之間形成正回饋迴圈。,mechanism,in_vitro,PMID:21624769;PMID:16452201;!DOI:10.1021/bi0356552,contested,med,2026-08-09,§6.4 表第 5 列訊號途徑欄。與 7.1-tumor-growth-factor-release（heparanase 釋放 VEGF）構成迴圈的另一半，兩列互相標註。回填 2026-08-09：**迴圈在腫瘤細胞成立，在內皮細胞方向相反**。支持：PMID:21624769（Cancer Lett 2011，A2058 與 WM793 黑色素瘤細胞）同時做了雙向——外源 VEGF 與 VEGF cDNA 轉染使 heparanase 過度表現、anti-VEGF siRNA 使其下降，反向亦成立，作者稱之為 mutual enhancement，MEK/ERK 抑制劑 PD98059 可阻斷；PMID:16452201 提供迴圈另一半（heparanase → VEGF 上升 3-6 倍）。反駁：DOI:10.1021/bi0356552（Biochemistry 2004，培養內皮細胞）測得 **VEGF 使 heparanase 分泌「減少」**，與 TNF-α／IL-1β 使其增加恰成對照。依 SCHEMA §5，contested 的 note 須寫明反駁文獻等級與反駁內容：等級為 in_vitro，反駁的是**結論相反**（同一介入、同一標的，方向相反），且反駁方的細胞型別（血管內皮）正是本專案的脈絡，支持方是黑色素瘤細胞。〔推論〕這是本節點第二次出現**細胞型別決定方向**（第一次是 Egr1 在黑色素瘤中由活化轉為抑制）。§6.4 那張表把所有調控關係寫成無條件的通則，而至少兩列的方向其實取決於細胞型別。statement 需補細胞脈絡限定；本列在血管內皮的脈絡下應視為**未成立**。,glycocalyx/heparanase#6.4,
4.2-endmt-synthesis-loss,4.2,長期發炎使內皮轉向間質表型（EndMT），syndecan 與 glypican 表現下降。,mechanism,,,unverified,high,,v3 無 EndMT。本列是「合成能力喪失」這條路徑的核心，與既有的降解型機制（MMP、heparanase、ROS）在因果方向上相反——降解是移除既有糖萼，EndMT 是使其無法再生,glycocalyx/heparanase#1.2.7,
4.2-ffa-ceramide-tlr4,4.2,肥胖與代謝症候群使游離脂肪酸與 ceramide 增加，經 TLR4 與 TNF-α 訊號活化 MMPs 與 heparanase。,mechanism,,,unverified,med,,v3 §4.2 有胰島素抵抗但無脂毒性路徑。ceramide 在 mitochondria/intake 原檔亦出現（棕櫚酸→ceramide→線粒體功能受損），但該段未收錄為 claim,glycocalyx/heparanase#1.2.6,
4.2-leptin-heparanase,4.2,Leptin 升高促進 heparanase 表現。,mechanism,,,unverified,med,,單一分子的單一效果，可直接檢索。v3 無對應內容,glycocalyx/heparanase#1.2.6,
4.2.1-ages-rage-mmp,4.2.1,AGEs 與 RAGE 結合可誘導 MMP 活化並加速糖萼降解。,mechanism,,,unverified,med,,,glycocalyx/v3#4.2.1;intake/2026-07-28-糖萼層生理#L85;glycocalyx/heparanase#1.2.5;glycocalyx/heparanase#2.2;glycocalyx/heparanase#3.2;glycocalyx/heparanase#4.2.1,
4.2.1-dm-sdc1-shedding-3-10x,4.2.1,糖尿病患者 syndecan-1 脫落升高 3-10 倍。,epidemiology,,,unverified,high,,具體數值。查證時須確認量測的是血漿濃度或脫落速率——原文未區分。〔2026-08-01〕claim_type 由 fact 改為 epidemiology（schema v8 逐列複核）,glycocalyx/heparanase#1.2.5,
4.2.1-dm-thickness-50-70pct,4.2.1,糖尿病患者糖萼厚度可減少 50-70%。,epidemiology,,,unverified,high,,具體數值。與 2.2-pathological-50-90pct（病理狀態 50-90%）數值範圍不同且族群更具體（糖尿病 vs 泛病理），依 SCHEMA §2 為不同條——此二列並存正是為了保留可偵測的漂移。〔2026-08-01〕claim_type 由 fact 改為 epidemiology（schema v8 逐列複核）,glycocalyx/heparanase#1.2.5,
4.2.1-fructose-er-stress,4.2.1,果糖誘導的內質網壓力對糖萼的損傷程度超過葡萄糖。,mechanism,,,unverified,high,,反直覺且標示為 2025 年研究，優先查證,glycocalyx/v3#4.2.1;intake/2026-07-28-糖萼層生理#L88,
4.2.1-heparanase-primary-culprit-diabetes,4.2.1,Heparanase 是糖尿病糖萼損傷的主要致病酵素。,mechanism,,,unverified,med,,§6.3.3 首句原文「heparanase是糖尿病糖萼損傷的『第一兇手』」，修辭措辭改寫為可證偽形式，原措辭記此,glycocalyx/heparanase#6.3.3,
4.2.1-hexosamine-oglcnac,4.2.1,六糖胺途徑過度活化導致 O-GlcNAc 修飾異常，干擾 EXT1/EXT2 的活性與定位。,mechanism,,,unverified,high,,此為「原料充足但合成反而受阻」的反直覺機制,glycocalyx/v3#4.2.1;intake/2026-07-28-糖萼層生理#L86,
4.2.1-hyperglycemia-ext-suppression,4.2.1,高血糖直接抑制 EXT1/EXT2 基因表達，從源頭減少 HS 合成。,mechanism,,,unverified,med,,,glycocalyx/v3#4.2.1;glycocalyx/heparanase#1.2.5;glycocalyx/heparanase#2.2,
4.2.1-ndst1-suppression,4.2.1,高血糖抑制 NDST1 基因表現，導致 HS 硫酸化不足。,mechanism,,,unverified,high,,與 4.2.1-hyperglycemia-ext-suppression 為不同條：該列僅涉 EXT1/EXT2（鏈延長），本列涉 NDST1（N-硫酸化），兩者是 HS 生合成的不同步驟，且後果不同（鏈變短 vs 硫酸化不足）,glycocalyx/heparanase#1.2.5;glycocalyx/heparanase#2.2,
4.2.2-endothelial-ir-ko-mouse,4.2.2,內皮特異性胰島素受體敲除小鼠出現糖萼提早退化。,mechanism,,,unverified,high,,文件標示 2023-2024 年研究,glycocalyx/v3#4.2.2,
4.2.2-ir-bidirectional,4.2.2,糖萼損傷與胰島素抵抗互為因果：損傷致 NO 減少而限制骨骼肌葡萄糖攝取。,mechanism,,,unverified,med,,,glycocalyx/v3#4.2.2,
4.2.3-estrogen-protection,4.2.3,雌激素維持 GAG 合成並抑制 MMP 活性，停經前女性糖萼較同齡男性完整。,epidemiology,,,unverified,med,,,glycocalyx/v3#4.2.3;intake/2026-07-28-糖萼層生理#L19,
4.2.3-hfpef-female-aging-sdc1,4.2.3,HFpEF 女性患者老化過程中 Syndecan-1 升高加速並與心肌纖維化相關。,epidemiology,,,unverified,med,,與 5.2.1-hfpef-sdc1-ha-elevated 主題相鄰，查證時併看,intake/2026-07-28-糖萼層生理#L157,
4.2.3-hrt-rct-2025,4.2.3,荷爾蒙替代療法與糖萼厚度改善相關。,therapeutic,,~DOI:10.14814/phy2.70428,unsupported,high,2026-07-30,"宣稱為 RCT，證據等級高但須確認確實存在。原 statement 措辭為「2025 年小型隨機試驗顯示」，2026-07-30 依 SCHEMA §6 移除時間形容詞與無主詞措辭；查證對象保留於此：原文宣稱為 2025 年的小型隨機試驗，研究設計為 RCT 是本列列為高風險的理由，不得因措辭改寫而失去。2026-07-30 三式檢索（HRT+糖萼厚度隨機試驗／雌激素+停經+PBR GlycoCheck／""glycocalyx""+""hormone replacement therapy""精確詞組）查無任何以 HRT 為介入、以糖萼厚度為終點的人體研究。漂移來源候選：DOI:10.14814/phy2.70428（Gimblet 2025，Physiol Rep 13(12):e70428，NCT06071728 的事後分析，n=22）——2025 年、小型、隨機、停經後女性、糖萼厚度改善，五項全中，但介入是糖萼標靶補充劑 Endocalyx Pro，且母試驗排除近 6 個月內使用荷爾蒙治療者。該文既不支持也不反駁本主張，依 SCHEMA §4 未填入 evidence。另有雌激素保護 HUVEC 糖萼的體外研究（Diebel 2021），僅由 Gimblet 2025 引述得知，未直接取得，依 queries §1.6 不得據以判定。2026-07-31 schema v6：該文依 §4 以 ~ 前綴寫入 evidence，不對位維度為「介入」",glycocalyx/v3#4.2.3;intake/2026-07-28-糖萼層生理#L19,
4.2.3-preterm-nec-risk,4.2.3,早產兒糖萼未成熟與壞死性腸炎風險相關。,epidemiology,,,unverified,med,,,intake/2026-07-28-糖萼層生理#L23,
4.2.3-puberty-synthesis,4.2.3,青春期快速生長期間糖萼合成旺盛。,mechanism,,,unverified,low,,,intake/2026-07-28-糖萼層生理#L24,
4.3.1-lps-tlr4-heparanase,4.3.1,腸屏障受損使 LPS 進入循環，經 TLR4 途徑活化肝素酶並造成全身性糖萼降解。,mechanism,,,unverified,high,,,glycocalyx/v3#4.3.1;intake/2026-07-28-糖萼層生理#L75,
4.3.1-scfa-butyrate-protection,4.3.1,短鏈脂肪酸（尤其丁酸鹽）對糖萼具保護作用。,mechanism,,,unverified,med,,原文措辭為「可能具有保護作用」，屬推測性陳述,intake/2026-07-28-糖萼層生理#L74,
4.3.1-tmao-direct-damage,4.3.1,腸道菌代謝產物 TMAO 可直接損傷糖萼結構。,mechanism,,,unverified,high,,文件標示 2025 年研究,glycocalyx/v3#4.3.1;intake/2026-07-28-糖萼層生理#L73,
4.3.2-microplastic-pyroptosis,4.3.2,穿透糖萼的微塑膠可誘導內皮細胞焦亡並釋放大量發炎介質。,mechanism,,,unverified,high,,,glycocalyx/v3#4.3.2;intake/2026-07-28-糖萼層生理#L79,
4.3.2-nanoplastic-penetration,4.3.2,小於 100nm 的奈米塑膠可穿透糖萼層，聚苯乙烯微粒特別容易與 HS 結合。,mechanism,,,unverified,high,,文件標示 2025 年環境醫學研究,glycocalyx/v3#4.3.2;intake/2026-07-28-糖萼層生理#L79,
5.1-endothelial-heparanase-100x-hours,5.1,內毒素、TNF-α 與缺氧使內皮 heparanase 在數小時內升高 100 倍。,mechanism,,,unverified,high,,§6.3.5。與 4.1-heparanase-hs-50-90pct-hours（數小時內 50–90% HS 消失）為同一時窗的酵素端與受質端，兩列互相標註。「100 倍」的重複使用見 7.2-ra-synovial-heparanase-100x 的註記,glycocalyx/heparanase#6.3.5,
5.1-mito-axis-collapse-leak,5.1,敗血症休克的微循環障礙源於線粒體—糖萼軸崩潰導致的血管滲漏與組織水腫。,mechanism,,,unverified,high,,原文續稱「保護糖萼可能比單純升壓更重要」，屬治療策略比較，未建列（無任何試驗支持，且涉及臨床處置優先序，依 CLAUDE.md 第 6 條的精神從嚴）,mitochondria/axis#1.4,
5.1-sdc1-cutoff-40,5.1,血漿 Syndecan-1 濃度大於 40 ng/mL 是預測敗血症死亡率的指標。,epidemiology,,,partial,high,2026-07-26,40 ng/mL 為創傷內皮病變閾值而非敗血症 cutoff；敗血症文獻採用 121-430 ng/mL 不等。敗血症基礎值約 103 ng/mL、敗血性休克約 139 ng/mL，40 在此族群幾無鑑別力。evidence 待補：創傷原始世代之識別碼本次未取得，不得推測填入。詳見 reports/backfill/2026-07-26-5.1.md,glycocalyx/v3#5.1;intake/2026-07-28-糖萼層生理#L96,
5.1-sdc1-or-204,5.1,血漿 Syndecan-1 升高預測敗血症死亡的優勢比為 2.04。,epidemiology,meta,DOI:10.1002/mbo3.70155,verified,high,2026-07-26,Daniyarova et al. 2025 MicrobiologyOpen。OR 2.04 95% CI 1.66-2.51；9 篇研究 n=2167；I²=84% 異質性高。同篇中 SDC-1 與 MODS 及呼吸衰竭均無顯著相關。PMID 未取得，暫以 DOI 記錄。,glycocalyx/v3#5.1;intake/2026-07-28-糖萼層生理#L126,
5.1-sdc1-sens-90,5.1,以血漿 Syndecan-1 大於 40 ng/mL 預測敗血症死亡率的敏感度為 90%。,epidemiology,,,unverified,high,,與 5.1-sdc1-sens-spec（85%/78%，已判 unsupported）同指標不同數值，依 SCHEMA §2 拆列。同一 intake 文件的表格寫 85%、正文寫 90%，數值漂移見 STATUS §3.6,intake/2026-07-28-糖萼層生理#L96,
5.1-sdc1-sens-spec,5.1,以此閾值預測敗血症死亡率的敏感度為 85%、特異度為 78%。,epidemiology,,,unsupported,high,2026-07-26,三次不同措辭檢索均未找到 85%/78%。實際找到：成人敗血症急診 80%/57.8%、重症流感A 81.3%/70.3%、兒童敗血症 78.6%/68.5%（終點為器官功能障礙）、創傷 56.9%/64.6%。無一相符。,glycocalyx/v3#5.1;intake/2026-07-28-糖萼層生理#L126,
5.1-sepsis-phase1-elastase,5.1,敗血症 0-6 小時以中性球彈性蛋白酶介導的 Syndecan-1 快速脫落為主。,mechanism,,,unverified,med,,,glycocalyx/v3#5.1,
5.1-sepsis-phase2-leak,5.1,敗血症 6-24 小時 MMP 與肝素酶全面活化，導致毛細血管滲漏症候群與多器官衰竭。,mechanism,,,unverified,med,,,glycocalyx/v3#5.1;intake/2026-07-28-糖萼層生理#L97,
5.1-sepsis-phase3-abnormal-repair,5.1,敗血症 24-72 小時的修復期所合成的糖萼常伴隨硫酸化模式異常，可能造成長期血管功能障礙。,mechanism,,,unverified,high,,時序分期是否有直接人體資料支持？,glycocalyx/v3#5.1,
5.1-systemic-collapse-leak-dic,5.1,Heparanase 造成的全身糖萼崩潰導致血管滲漏、組織水腫與 DIC。,mechanism,,,unverified,med,,§6.3.5,glycocalyx/heparanase#6.3.5,
5.2-disturbed-flow-thinning,5.2,血流擾動區域的糖萼變薄導致線粒體 ROS 增加，是斑塊形成的早期始動因素。,mechanism,,,unverified,high,,「早期始動因素」為強因果宣稱。與 5.2.2-acs-burst-degradation 不同（該列為斑塊破裂後的急性降解，本列為斑塊形成前）,mitochondria/axis#1.4,
5.2.1-hfpef-microvascular,5.2.1,HFpEF 的核心病理機制為微血管發炎與內皮功能障礙，而非心肌收縮力下降。,mechanism,,,unverified,high,,,glycocalyx/v3#5.2.1,
5.2.1-hfpef-rarefaction,5.2.1,糖萼損傷導致冠狀動脈微循環稀疏化與心肌間質纖維化，使心室僵硬度增加。,mechanism,,,unverified,med,,,glycocalyx/v3#5.2.1,
5.2.1-hfpef-sdc1-ha-elevated,5.2.1,HFpEF 患者血漿 Syndecan-1 與 HA 片段顯著升高。,epidemiology,,,unverified,high,,,glycocalyx/v3#5.2.1,
5.2.2-acs-burst-degradation,5.2.2,ACS 中斑塊破裂導致局部糖萼爆發性降解，脫落碎片可阻塞下游微循環。,mechanism,,,unverified,med,,,glycocalyx/v3#5.2.2,
5.2.2-covid-ace2-anchoring,5.2.2,ACE2 錨定於糖萼層，病毒結合導致局部糖萼降解。,mechanism,,,unverified,high,,,intake/2026-07-28-糖萼層生理#L101,
5.2.2-covid-spike-direct-cleavage,5.2.2,SARS-CoV-2 棘突蛋白可直接裂解糖萼層。,mechanism,,,unverified,high,,與 5.2.2-covid-ace2-anchoring 為兩種不同機制，原文並列但未說明關係,intake/2026-07-28-糖萼層生理#L104,
5.2.2-longcovid-glycocalyx-memory,5.2.2,長新冠患者的持續微血管功能障礙與表觀遺傳性的糖萼修復能力改變相關。,mechanism,,,unverified,med,,原文用語為「糖萼層記憶」，非文獻慣用術語，查證時須改以表觀遺傳與內皮修復為檢索詞,intake/2026-07-28-糖萼層生理#L102,
5.2.2-longcovid-hs-severity,5.2.2,循環 HS 片段可作為長新冠病情嚴重度的標記。,epidemiology,,,unverified,med,,與 5.5-biomarker-hs-fragment（已判 unsupported）同一標記但適應症不同，查證時併看。〔2026-08-02〕claim_type 由 measurement 改為 epidemiology（schema v9 人體閘門，全帳本掃描新增列）,intake/2026-07-28-糖萼層生理#L103,
5.3-ad-vascular-hypothesis,5.3,血腦屏障內皮糖萼損傷降低對 Aβ 的轉運與清除能力，導致 Aβ 於腦內累積。,mechanism,,,unverified,high,,與主流 Aβ 假說競合，須謹慎標註證據等級,glycocalyx/v3#5.3;intake/2026-07-28-糖萼層生理#L109,
5.3-parkinson-alpha-synuclein,5.3,帕金森氏症黑質微血管的糖萼損傷與 α-synuclein 聚集相關。,mechanism,,,unverified,med,,,intake/2026-07-28-糖萼層生理#L110,
5.3-pbr-precedes-cognitive-2-3y,5.3,糖萼生物標記異常先於認知功能衰退 2-3 年出現。,epidemiology,,~PMID:39494362,unsupported,high,2026-07-30,宣稱為縱向研究＋具體年數，優先查證。原 statement 措辭為「縱向研究顯示」，2026-07-30 依 SCHEMA §6 移除無主詞措辭；查證對象保留於此：原文宣稱為縱向研究。2026-07-30 三次不同措辭檢索（PBR＋縱向＋認知衰退／糖萼生物標記＋失智＋前導時間／「2-3 years」＋glycocalyx＋早期篩查）均未找到任何以糖萼指標為曝險、以認知衰退為終點的縱向研究。檢索到的 PBR 縱向研究終點為死亡率（慢性心衰二年追蹤）與心血管事件，無一以認知功能為終點。〔推論〕最可能的漂移來源為 PMID:39494362（Brain Communications，Karolinska GEDOC 世代，n=251，平均追蹤 10.7 年）：CSF bisecting GlcNAc 高者認知衰退提前，類澱粉陰性組 β=2.53±0.85 年、tau 陰性組 β=2.43±1.01 年。量級與「2-3 年」相符，但三處不對位——(1) 該標記是腦脊髓液的 N-醣鏈結構，不是內皮糖萼；(2) 量測法為 ELLA，不是 PBR／SDF；(3) β 是 MMSE 軌跡的整體提前量，不是「標記異常領先終點幾年」的前導時間，是不同的量。該文獻既不支持也不反駁本主張，依現行 schema 無法寫入 evidence，僅記於此。2026-07-31 schema v6：該文依 §4 以 ~ 前綴寫入 evidence，不對位維度為「量測對象＋量測方法＋量綱」三項,glycocalyx/v3#5.3,
5.3-vascular-dementia-correlation,5.3,小血管病變型失智與糖萼厚度減少呈正相關。,epidemiology,,,unverified,med,,原文用詞「正相關」與語意方向需釐清,glycocalyx/v3#5.3;intake/2026-07-28-糖萼層生理#L111,
5.4-iri-biphasic,5.4,缺血再灌注損傷呈雙相模式：缺血期合成減少，再灌注期 ROS 爆發造成更嚴重脫落。,mechanism,,,unverified,med,,,glycocalyx/v3#5.4;intake/2026-07-28-糖萼層生理#L114,
5.4-iri-organ-specific,5.4,心臟與腎臟的缺血再灌注糖萼損傷模式不同。,mechanism,,,unverified,med,,,intake/2026-07-28-糖萼層生理#L115,
5.4-reperfusion-ros-burst-destroys,5.4,再灌注時的線粒體 ROS 爆發摧毀糖萼，造成再灌注後的水腫與發炎。,mechanism,,,unverified,high,,與 5.4-iri-biphasic 高度相關但非同條：該列講雙相模式的分期，本列講再灌注期的具體機制歸因（線粒體 ROS）。原文措辭「瞬間摧毀」未納入 statement，無時間尺度,mitochondria/axis#1.4,
5.4-s1p-iri-shedding,5.4,S1P 預處理可減輕缺血再灌注造成的糖萼脫落。,therapeutic,in_vitro,PMID:24285115;!PMID:32017300,contested,high,2026-07-31,split_from: 5.4-s1p-preconditioning。支持：PMID:24285115（in_vitro，大鼠脂肪墊內皮，以去除血漿蛋白誘發脫落，S1P >100 nM 經 S1P1 保留 HS、CS 與 syndecan-1 外域，機制為抑制 MMP 活性）——脫落誘因非缺血再灌注，屬條件不同。反駁：PMID:32017300（animal，大鼠離體心臟 Langendorff，S1P 10 nmol/L 缺血前預處理），梗塞面積縮小 P=.01，但冠脈流出液 syndecan-1 濃度與心肌 syndecan-1 免疫染色強度均無影響，作者結論為 S1P 的心臟保護並非由維持糖萼中的 syndecan-1 所介導。依 SCHEMA §5，反駁文獻等級為 animal、反駁型態為「結論相反」，且反駁文獻不計入 tier，故 tier 取支持側的 in_vitro。〔注意〕本列的反駁證據強於支持證據：反駁側是唯一一個真的做了缺血再灌注的實驗，支持側是不相干系統的體外實驗,glycocalyx/v3#5.4;intake/2026-07-28-糖萼層生理#L116,
5.4-s1p-preconditioning,5.4,S1P 預處理可減輕缺血再灌注造成的糖萼脫落並保護移植器官。,therapeutic,,,superseded,high,2026-07-30,文件標示 2025 年研究；治療性宣稱。NEEDS-REVIEW（2026-07-30）：本列含兩個可獨立證偽的子宣稱，判定結果相反，且反駁屬方向層級，依 backfill runbook §4 第 1 款不自行判定。子宣稱一（減輕 IRI 糖萼脫落）：PMID:32017300 大鼠離體心臟 Langendorff，S1P 10 nmol/L 缺血前預處理確實縮小梗塞面積（P=.01），但對冠脈流出液 syndecan-1 濃度與心肌 syndecan-1 免疫染色強度均無影響，作者結論為 S1P 的心臟保護「並非由維持糖萼中的 syndecan-1 所介導」。支持側僅 PMID:24285115（大鼠脂肪墊內皮，以去除血漿蛋白誘發脫落，S1P >100 nM 經 S1P1 保留 HS、CS 與 syndecan-1 外域），為體外且非 IRI 情境。子宣稱二（保護移植器官）：查無原始研究，PMID:33671524 綜述指腎移植 IRI 與糖萼的證據多屬實驗性。拆列程序仍屬 STATUS §5 待決，未自行拆。split_into: 5.4-s1p-iri-shedding;5.4-s1p-transplant（2026-07-31 依 SCHEMA §6 拆列，原列 statement／evidence／tier／last_checked 保留為拆列前的歷史狀態）,glycocalyx/v3#5.4;intake/2026-07-28-糖萼層生理#L116,
